Name,Platform,Year_of_Release,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Dynasty Tactics,PS2,2002,0.29,0.06,0.05,0.16,0.02
Call of Juarez: The Cartel,PS3,2011,0.29,0.12,0.12,0,0.05
Snowboarding,PS,2000,0.29,0.16,0.11,0,0.02
Sesame Street: Cookie's Counting Carnival,Wii,2010,0.29,0.27,0,0,0.02
Angry Birds Star Wars,PS3,2013,0.29,0.1,0.14,0,0.05
Metal Gear Solid V: Ground Zeroes,XOne,2014,0.29,0.15,0.11,0,0.02
SimCity 4,PC,2003,0.29,0.01,0.24,0,0.03
James Bond 007: Legends,X360,2012,0.29,0.13,0.13,0,0.03
Puzzle Quest: Challenge of the Warlords,Wii,2007,0.29,0.26,0,0,0.02
Dragon Ball Heroes: Ultimate Mission,3DS,2013,0.29,0,0,0.29,0
One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,2009,0.29,0,0.1,0.17,0.02
Surf's Up,PS2,2007,0.29,0.14,0.11,0,0.04
Looney Tunes Racing,PS,2000,0.29,0.16,0.11,0,0.02
Disgaea 5: Alliance of Vengeance,PS4,2015,0.29,0.11,0.08,0.06,0.04
Final Fantasy X-2: International + Last Mission,PS2,2004,0.29,0,0,0.29,0
Namco Museum Vol.2,PS,1996,0.29,0.03,0.02,0.21,0.02
Sengoku Basara: Samurai Heroes,Wii,2010,0.29,0.06,0.01,0.2,0.01
Rayman 3: Hoodlum Havoc,PS2,2003,0.29,0.14,0.11,0,0.04
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,DS,2008,0.29,0,0,0.29,0
Warriors Orochi 2,PSP,2008,0.29,0.06,0,0.22,0.01
Feel the Magic XY/XX,DS,2004,0.29,0.17,0,0.1,0.02
Psi-Ops: The Mindgate Conspiracy,PS2,2004,0.29,0.14,0.11,0,0.04
Tomba! 2: The Evil Swine Return,PS,1999,0.29,0.16,0.11,0,0.02
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS2,2006,0.29,0,0,0.29,0
Neopets Puzzle Adventure,DS,2008,0.29,0.26,0,0,0.02
BeatMania Append 4thMix: The beat goes on,PS,1999,0.29,0,0,0.27,0.02
Romance of the Three Kingdoms III: Dragon of Destiny,SNES,1992,0.29,0,0,0.29,0
Power Pro Kun Pocket 11,DS,2008,0.29,0,0,0.29,0
Sonic & All-Stars Racing Transformed,3DS,2012,0.29,0.12,0.14,0,0.02
Dead Rising: Chop Till You Drop,Wii,2009,0.29,0.15,0.07,0.05,0.02
Purr Pals,Wii,2008,0.29,0.26,0,0,0.02
Spyro: A Hero's Tail,GC,2004,0.29,0.22,0.06,0,0.01
NASCAR 08,X360,2007,0.29,0.26,0,0,0.02
Battle & Get! Pokemon Typing DS,DS,2011,0.29,0,0,0.29,0
World of Tanks,PC,2011,0.29,0,0.23,0,0.05
Links 2004,XB,2003,0.29,0.21,0.06,0,0.01
PGA Tour 97,PS,1996,0.29,0.16,0.11,0,0.02
Majin and the Forsaken Kingdom,PS3,2010,0.29,0.09,0.13,0.01,0.05
Assassin's Creed IV: Black Flag,WiiU,2013,0.29,0.17,0.09,0,0.03
Earthworm Jim,GBA,2001,0.29,0.2,0.08,0,0.01
Tales of Phantasia,GBA,2003,0.29,0.08,0.03,0.17,0.01
Bratz: Super Babyz,DS,2008,0.28,0.26,0,0,0.02
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016,0.28,0,0,0.28,0
Monster 4x4: Masters of Metal,PS2,2003,0.28,0.14,0.11,0,0.04
SingStar Country,PS2,2008,0.28,0.14,0.11,0,0.04
VMX Racing,PS,1997,0.28,0.16,0.11,0,0.02
Hot Shots Golf: World Invitational,PS3,2012,0.28,0,0,0.28,0
Harvest Moon DS Cute (US sales),DS,2005,0.28,0.28,0,0,0
Disney's Extreme Skate Adventure,GBA,2003,0.28,0.2,0.08,0,0.01
Dragon Ball GT: Transformation,GBA,2005,0.28,0.2,0.08,0,0.01
Super Fire ProWrestling X,SNES,1995,0.28,0,0,0.28,0
Battlefield: Hardline,X360,2015,0.28,0.17,0.09,0,0.03
International Superstar Soccer,SNES,1994,0.28,0,0,0.28,0
Tigger's Honey Hunt,PS,2000,0.28,0.16,0.11,0,0.02
FIFA 15,PC,2014,0.28,0,0.27,0,0.02
The Warriors,XB,2005,0.28,0.21,0.06,0,0.01
Shadow Hearts,PS2,2001,0.28,0.09,0.07,0.1,0.02
Dragon Ball Z: Budokai Tenkaichi 2,Wii,2006,0.28,0.24,0.03,0,0.02
Street Hoops,XB,2002,0.28,0.21,0.06,0,0.01
Yu-Gi-Oh! Double Pack,GBA,2006,0.28,0.2,0.08,0,0.01
X-Men: Reign of Apocalypse,GBA,2001,0.28,0.2,0.08,0,0.01
R: Racing Evolution,PS2,2003,0.28,0.14,0.11,0,0.04
Netsu Chu! Pro Yakyuu 2003,PS2,2003,0.28,0,0,0.28,0
Jewel Quest Mysteries: Curse of the Emerald Tear,DS,2010,0.28,0,0.25,0,0.04
The Golden Compass,PS3,2007,0.28,0.14,0.1,0,0.05
ATV Quad Power Racing 2,GC,2003,0.28,0.22,0.06,0,0.01
Digimon Adventure: Anode Tamer,WS,1999,0.28,0,0,0.28,0
Hatsune Miku: Project Diva f,PS3,2013,0.28,0.08,0,0.19,0.02
Fantastic 4: Flame On,GBA,2005,0.28,0.2,0.08,0,0.01
Divinity: Original Sin,PS4,2015,0.28,0.1,0.12,0.02,0.04
Marvel Nemesis: Rise of the Imperfects,XB,2005,0.28,0.21,0.06,0,0.01
The King of Fighters '95,SAT,1995,0.28,0,0,0.28,0
F/A-18F Super Hornet,GBA,2004,0.28,0.2,0.08,0,0.01
Final Fantasy VI Advance,GBA,2006,0.28,0,0,0.28,0.01
LEGO The Lord of the Rings,PSV,2012,0.28,0.09,0.13,0,0.06
Polaris,2600,1982,0.28,0.26,0.02,0,0
All Star Cheer Squad,DS,2008,0.28,0.26,0,0,0.02
Viewtiful Joe,PS2,2004,0.28,0.14,0.11,0,0.04
Triple Play 2000,N64,1999,0.28,0.27,0.01,0,0
DeathSmiles,X360,2009,0.28,0.15,0.06,0.05,0.02
Baby Pals,DS,2007,0.28,0.26,0.01,0,0.02
Fable: The Journey,X360,2012,0.28,0.18,0.08,0,0.02
Bratz Ponyz,DS,2007,0.28,0.26,0,0,0.02
Arcade Hits: Frisky Tom,PS,2002,0.28,0.16,0.11,0,0.02
Junior Brain Trainer 2,DS,2010,0.28,0.04,0.2,0,0.03
Bladestorm: The Hundred Years' War,PS3,2007,0.28,0.1,0.03,0.14,0.02
SAW,X360,2009,0.28,0.13,0.12,0,0.03
Chromehounds,X360,2006,0.28,0.24,0,0.01,0.02
Harry Potter and the Sorcerer's Stone,PS2,2003,0.28,0.14,0.11,0,0.04
Kung Fu Chaos,XB,2003,0.28,0.21,0.06,0,0.01
Mega Man: Dr. Wily's Revenge,GB,1991,0.28,0,0,0.28,0
Reel Fishing: Angler's Dream,Wii,2009,0.28,0.25,0.01,0,0.02
Shrek the Third,Wii,2007,0.28,0.25,0.01,0,0.02
Godzilla: Domination!,GBA,2002,0.28,0.2,0.07,0,0.01
Famista '92,NES,1991,0.28,0,0,0.28,0
Tales of the World: Radiant Mythology 3,PSP,2011,0.28,0,0,0.28,0
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,PS2,2002,0.28,0,0,0.28,0
Jackass the Game,PS2,2007,0.28,0.14,0.11,0,0.04
Mega Man II,GB,1991,0.28,0,0,0.28,0
Pirates of the Caribbean: Dead Man's Chest,PSP,2006,0.28,0.25,0,0,0.02
Lord of Darkness,SNES,1991,0.28,0,0,0.28,0
Hannah Montana: Spotlight World Tour,PS2,2008,0.28,0.12,0.02,0,0.14
Rocket Power: Beach Bandits,GBA,2002,0.28,0.2,0.07,0,0.01
Carol Vorderman's Sudoku,PS2,2006,0.28,0,0.23,0,0.05
Operation Flashpoint: Red River,X360,2011,0.28,0.1,0.14,0.01,0.03
Transformers: Dark of the Moon,X360,2011,0.28,0.13,0.12,0,0.03
MX SuperFly featuring Ricky Carmichael,PS2,2002,0.28,0.14,0.11,0,0.04
Surf's Up,DS,2007,0.28,0.26,0,0,0.02
Assassin's Creed II: Discovery,DS,2009,0.28,0.15,0.11,0,0.03
Syphon Filter: Dark Mirror,PS2,2007,0.28,0.14,0.11,0,0.04
Conflict: Desert Storm II - Back to Bagdhad,XB,2003,0.28,0.21,0.06,0,0.01
Mission: Impossible - Operation Surma,PS2,2003,0.28,0.14,0.11,0,0.04
Sesame Street: Elmo's A-to-Zoo Adventure,DS,2010,0.28,0.26,0,0,0.02
MLB 07: The Show,PSP,2007,0.28,0.26,0,0,0.02
Kung Zhu,DS,2010,0.28,0.26,0,0,0.02
Pitfall: The Mayan Adventure,GBA,2001,0.28,0.2,0.07,0,0.01
Driver: Parallel Lines,PS2,2006,0.28,0.12,0.1,0.03,0.03
Monster Hunter Stories,3DS,2016,0.28,0,0,0.28,0
Ben 10 Ultimate Alien: Cosmic Destruction,Wii,2010,0.28,0.17,0.09,0,0.02
The Urbz: Sims In the City (US weekly sales),DS,2004,0.28,0.26,0,0,0.02
Mega Man ZX,DS,2006,0.28,0.16,0,0.1,0.02
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004,0.28,0.14,0.11,0,0.04
Disney's Treasure Planet,GBA,2002,0.28,0.2,0.07,0,0.01
Guitar Hero: Van Halen,Wii,2009,0.28,0.13,0.12,0,0.03
Dead or Alive,PS,1998,0.28,0.09,0.06,0.1,0.02
Dead to Rights: Retribution,PS3,2010,0.28,0.1,0.12,0.02,0.05
Wild ARMs 5,PS2,2006,0.28,0.14,0.11,0,0.04
Payday 2,PS4,2015,0.28,0.1,0.14,0,0.05
NFL Blitz 20-02,PS2,2002,0.28,0.14,0.11,0,0.04
Mega Man 7,SNES,1995,0.28,0.03,0.01,0.23,0.01
El Shaddai: Ascension of the Metatron,PS3,2011,0.28,0.11,0.06,0.08,0.03
Tony Hawk: Shred,PS3,2010,0.28,0.18,0.06,0,0.04
Disney Channel: All Star Party,Wii,2010,0.28,0.18,0.08,0,0.02
Shrek: Ogres & Dronkeys,DS,2007,0.28,0.26,0,0,0.02
NCAA March Madness 2005,XB,2004,0.28,0.21,0.06,0,0.01
NBA In The Zone,PS,1995,0.28,0.16,0.11,0,0.02
Alien: Isolation,X360,2014,0.28,0.15,0.1,0,0.02
Batman: The Brave and the Bold the Videogame,Wii,2010,0.28,0.2,0.05,0,0.02
Corvette,GBA,2003,0.28,0.2,0.07,0,0.01
Kenka Bancho: Badass Rumble,PSP,2008,0.28,0.06,0,0.2,0.01
Moshi Monsters: Moshlings Theme Park,3DS,2012,0.28,0.13,0.13,0,0.03
Cabela's Big Game Hunter 2012,X360,2011,0.28,0.24,0.02,0,0.02
F1 ROC: Race of Champions,SNES,1992,0.28,0,0,0.28,0
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004,0.28,0.22,0.06,0,0.01
Silent Hill 2: Restless Dreams,XB,2001,0.28,0.21,0.06,0,0.01
Sniper Elite 3,PS3,2014,0.28,0.1,0.13,0,0.05
NES Remix,WiiU,2014,0.28,0.17,0,0.08,0.02
Skylanders: Trap Team,3DS,2014,0.28,0.16,0.1,0,0.02
Soul Nomad & the World Eaters,PS2,2007,0.28,0.14,0.11,0,0.04
Bass Strike,PS2,2001,0.28,0.14,0.11,0,0.04
NHL Hitz 20-03,PS2,2002,0.28,0.14,0.11,0,0.04
Bionic Commando,X360,2009,0.28,0.12,0.12,0.01,0.03
Monopoly Streets,X360,2010,0.28,0.16,0.09,0,0.02
Trivial Pursuit,PS3,2009,0.28,0.12,0.11,0,0.05
Medieval Moves: Deadmund's Quest,PS3,2011,0.28,0.13,0.11,0,0.04
Yu-Gi-Oh! World Championship 2008,DS,2007,0.28,0.13,0.02,0.12,0.01
Thief (2014),X360,2014,0.28,0.14,0.11,0,0.02
Real Pool,PS2,2000,0.28,0.14,0.11,0,0.04
Mister Mosquito,PS2,2001,0.28,0.05,0.04,0.17,0.01
Tom and Jerry Tales,DS,2006,0.28,0.2,0.05,0,0.02
Kakyuusei,SAT,1997,0.28,0,0,0.28,0
Attack on Titan (KOEI),PS4,2016,0.28,0.04,0.11,0.11,0.03
Rugby World Cup 2011,X360,2011,0.28,0.03,0.21,0,0.04
CSI: Deadly Intent,Wii,2009,0.28,0.12,0.13,0,0.03
Civilization II,PS,1998,0.28,0.15,0.11,0,0.02
Dynasty Warriors: Gundam,PS2,2008,0.28,0,0,0.28,0
Madagascar,XB,2005,0.28,0.21,0.06,0,0.01
The Smurfs: Dance Party,Wii,2011,0.28,0.21,0.04,0,0.02
Virtua Fighter 5 Online,X360,2007,0.28,0.2,0.02,0.03,0.02
Indiana Jones and the Staff of Kings,PS2,2009,0.28,0.11,0.01,0,0.16
Angry Birds Star Wars,X360,2013,0.28,0.16,0.1,0,0.02
F-1 Grand Prix,SNES,1992,0.28,0,0,0.28,0
SimCity 2000,SAT,1994,0.28,0,0,0.28,0
Deer Hunter,PS2,2003,0.28,0.14,0.11,0,0.04
Puyo Puyo! 15th Anniversary,DS,2006,0.28,0,0,0.28,0
Pokemon Box: Ruby & Sapphire,GC,2003,0.28,0,0,0.27,0.01
Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,1998,0.28,0,0,0.26,0.02
Dave Mirra Freestyle BMX 2,GC,2001,0.28,0.21,0.06,0,0.01
One Piece: Unlimited World Red,PS3,2014,0.28,0.09,0.1,0.06,0.04
Wappy Dog,DS,2011,0.28,0.26,0,0,0.02
Warpath: Jurassic Park,PS,1998,0.28,0.15,0.1,0,0.02
Tak and the Guardians of Gross,PS2,2008,0.28,0.14,0.11,0,0.04
True Crime: New York City,XB,2005,0.28,0.21,0.06,0,0.01
Summer Heat Beach Volleyball,PS2,2003,0.28,0.14,0.11,0,0.04
NCAA Basketball 09,PS2,2008,0.28,0.14,0.11,0,0.04
Avatar: The Last Airbender,Wii,2006,0.28,0.23,0.02,0,0.02
Power Pro Kun Pocket 3,GBA,2001,0.28,0,0,0.27,0.01
Castlevania: Aria of Sorrow,GBA,2003,0.28,0.2,0.07,0,0
Myst III: Exile,PS2,2002,0.28,0.14,0.11,0,0.04
Shin Megami Tensei: Strange Journey,DS,2009,0.28,0.13,0,0.14,0.01
Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,1996,0.28,0,0,0.28,0
Armored Core: Project Phantasma,PS,1997,0.28,0.06,0.04,0.15,0.02
Army of Two: The Devil's Cartel,PS3,2013,0.28,0.11,0.11,0.01,0.05
Donkey Kong GB: Dinky Kong & Dixie Kong,GB,2000,0.28,0,0,0.28,0
Kobitodzukan: Kobito Kansatsu Set,3DS,2012,0.28,0,0,0.28,0
Nichibutsu Arcade Classics,SNES,1995,0.28,0,0,0.28,0
FIFA Soccer 07,X360,2006,0.28,0.24,0.01,0,0.02
Patapon 3,PSP,2011,0.27,0.05,0.03,0.17,0.02
Ice Age: Dawn of the Dinosaurs,Wii,2009,0.27,0.11,0.14,0,0.03
Ace Attorney 6,3DS,2016,0.27,0,0,0.27,0
Cabela's Trophy Bucks,PS2,2007,0.27,0.13,0.11,0,0.04
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,2007,0.27,0,0,0.27,0
Q-Ball: Billiards Master,PS2,2000,0.27,0.13,0.1,0,0.04
Mr. Do!,2600,1982,0.27,0.26,0.02,0,0
Tao Feng: Fist of the Lotus,XB,2003,0.27,0.21,0.06,0,0.01
Guitar Hero: Van Halen,PS3,2009,0.27,0.14,0.09,0,0.04
Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,1996,0.27,0,0,0.26,0.02
Dragon Ball Z: Budokai 2,GC,2004,0.27,0.21,0.06,0,0.01
Over the Hedge,DS,2006,0.27,0.24,0.01,0,0.02
Motocross Maniacs Advance,GBA,2002,0.27,0.2,0.07,0,0
Resident Evil 2: Dual Shock Edition,PS,1998,0.27,0,0,0.26,0.02
Dynasty Warriors,PS,1997,0.27,0.09,0.06,0.11,0.02
M&M's Blast!,GBA,2001,0.27,0.2,0.07,0,0
Siren: Blood Curse,PS3,2008,0.27,0,0.17,0.09,0.01
NBA 2K12,PSP,2011,0.27,0.22,0.03,0,0.03
Final Fantasy X International,PS2,2004,0.27,0,0,0.27,0
Tiny Toon Adventures: Plucky's Big Adventure,PS,2001,0.27,0.15,0.1,0,0.02
NHL Hitz 20-02,XB,2001,0.27,0.2,0.06,0,0.01
GRID 2,X360,2013,0.27,0.08,0.16,0,0.03
Trivial Pursuit,PS2,2009,0.27,0.09,0.01,0,0.17
Evil Dead: Hail to the King,PS,2000,0.27,0.15,0.1,0,0.02
Need for Speed: The Run,Wii,2011,0.27,0.11,0.12,0.01,0.03
Dragon Ball GT: Final Bout,PS,1997,0.27,0.02,0.02,0.22,0.02
Burstrick: Wake Boarding!!,PS,2000,0.27,0.15,0.1,0,0.02
Need for Speed: Most Wanted,WiiU,2013,0.27,0.13,0.12,0,0.02
Dave Mirra Freestyle BMX: Maximum Remix,PS,2001,0.27,0.15,0.1,0,0.02
The Evil Within,PC,2014,0.27,0.1,0.16,0,0.02
Mass Effect Trilogy,PC,2012,0.27,0.09,0.16,0,0.02
Rock Revolution,X360,2008,0.27,0.25,0,0,0.02
Dead Rising 2: Off the Record,X360,2011,0.27,0.17,0.08,0,0.02
WWII Aces,Wii,2008,0.27,0.25,0,0,0.02
Guitar Hero Live,PS3,2015,0.27,0.11,0.12,0,0.04
Beamrider,2600,1984,0.27,0.26,0.01,0,0
Athens 2004,PS2,2004,0.27,0.13,0.1,0,0.03
Gunship,PS,1996,0.27,0.15,0.1,0,0.02
Jikkyou Powerful Pro Yakyuu Portable 4,PSP,2009,0.27,0,0,0.27,0
SD Gundam G Generation Portable,PSP,2006,0.27,0,0,0.27,0
Pro Race Driver,PS2,2002,0.27,0.13,0.1,0,0.03
Sydney 2000,PS,2000,0.27,0.15,0.1,0,0.02
Hot Wheels: Track Attack,DS,2010,0.27,0.17,0.08,0,0.02
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003,0.27,0.21,0.05,0,0.01
Bishoujo Senshi Sailormoon R,SNES,1993,0.27,0,0,0.27,0
Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,0.27,0,0,0.27,0
Iron Man 2,X360,2010,0.27,0.15,0.09,0,0.03
Rocky: Legends,PS2,2004,0.27,0.13,0.1,0,0.03
NickToons: Racing,GBA,2002,0.27,0.19,0.07,0,0
iCarly 2: iJoin The Click!,DS,2010,0.27,0.25,0,0,0.02
The Warriors,PSP,2007,0.27,0.23,0.01,0,0.02
EyePet,PSP,2010,0.27,0.02,0.17,0,0.09
Bridge,2600,1980,0.27,0.25,0.02,0,0
G-Force,PS2,2009,0.27,0.12,0.01,0,0.14
Remington Super Slam Hunting: Africa,Wii,2010,0.27,0.25,0,0,0.02
RalliSport Challenge 2,XB,2004,0.27,0.18,0.08,0,0.01
Pac-Pix,DS,2005,0.27,0.16,0,0.1,0.01
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996,0.27,0,0,0.27,0
F1 Race Stars,X360,2012,0.27,0.07,0.17,0,0.02
Sing Party,WiiU,2012,0.27,0.13,0.12,0,0.02
Over the Hedge,GBA,2006,0.27,0.19,0.07,0,0
Wave Rally,PS2,2001,0.27,0.13,0.1,0,0.03
Sherlock Holmes: Crimes & Punishments,PS4,2014,0.27,0.09,0.14,0,0.04
Sengoku Basara 4,PS3,2014,0.27,0,0,0.27,0
Disney's Chicken Little,GC,2005,0.27,0.21,0.05,0,0.01
NHL 07,X360,2006,0.27,0.25,0,0,0.02
RollerCoaster Tycoon 3,PC,2004,0.27,0.01,0.22,0,0.04
Ty the Tasmanian Tiger,GC,2002,0.27,0.21,0.05,0,0.01
WWE Road to WrestleMania X8,GBA,2002,0.27,0.19,0.07,0,0
Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,2002,0.27,0,0,0.26,0.01
Medarot 3: Kabuto / Kuwagata Version,GB,2000,0.27,0,0,0.27,0
Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004,0.27,0.13,0.1,0,0.03
NASCAR 06: Total Team Control,XB,2005,0.27,0.2,0.06,0,0.01
BloodRayne 2,PS2,2004,0.27,0.13,0.1,0,0.03
Rory McIlroy PGA Tour,XOne,2015,0.27,0.16,0.09,0,0.02
The Club,X360,2008,0.27,0.15,0.1,0,0.02
NHL 2002,XB,2001,0.27,0.2,0.06,0,0.01
LEGO The Hobbit,XOne,2014,0.27,0.13,0.12,0,0.02
Lightning Returns: Final Fantasy XIII,X360,2013,0.27,0.15,0.08,0.01,0.02
Tiger Woods PGA Tour 07,PSP,2006,0.27,0.2,0.04,0,0.03
Jikkyou Powerful Pro Yakyuu 5,N64,1998,0.27,0,0,0.27,0
NBA Jam 99,N64,1998,0.27,0.25,0.02,0,0
Shadow Man,N64,1999,0.27,0.18,0.08,0,0.01
Command & Conquer,N64,1999,0.27,0.22,0.05,0,0
NBA In The Zone '98,N64,1997,0.27,0.25,0.02,0,0
Shadow of Rome,PS2,2005,0.27,0.13,0.1,0,0.03
Rhythm Thief & the Emperor's Treasure,3DS,2012,0.27,0.07,0.07,0.12,0.01
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008,0.27,0,0.07,0.19,0.01
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,0.27,0,0,0.27,0
NASCAR 2011: The Game,PS3,2011,0.27,0.25,0,0,0.02
Harry Potter and the Order of the Phoenix,PS2,2007,0.27,0.13,0.1,0,0.03
Transformers: Cybertron Adventures,Wii,2010,0.27,0.14,0.1,0,0.02
Stuntman: Ignition,PS2,2007,0.27,0.13,0.1,0,0.03
Monopoly,DS,2010,0.27,0.15,0.09,0,0.02
NHL 2K11,Wii,2010,0.27,0.23,0.02,0,0.02
Fantastic 4,XB,2005,0.27,0.2,0.06,0,0.01
Mat Hoffman's Pro BMX,GBA,2001,0.27,0.19,0.07,0,0
Rapala Pro Bass Fishing 2010,PS3,2010,0.27,0.18,0.05,0,0.03
Wipeout 2,X360,2011,0.27,0.25,0,0,0.02
MotoGP,PS2,2000,0.27,0.06,0.05,0.14,0.02
Mass Effect 3,WiiU,2012,0.27,0.14,0.11,0,0.02
Batman: Arkham Origins Blackgate,3DS,2013,0.27,0.16,0.09,0,0.02
Jikkyou Powerful Pro Yakyuu 2,SNES,1995,0.27,0,0,0.27,0
Shadows of the Damned,PS3,2011,0.27,0.11,0.09,0.04,0.03
R.U.S.E.,PC,2010,0.27,0.04,0.19,0,0.04
Ratatouille: Food Frenzy,DS,2007,0.27,0.25,0,0,0.02
LEGO Marvel's Avengers,PS3,2016,0.27,0.1,0.12,0,0.04
Thoroughbred Breeder II,SNES,1994,0.27,0,0,0.27,0
Magical Vacation,GBA,2001,0.27,0,0,0.26,0.01
NBA Live 2004,GC,2003,0.27,0.21,0.05,0,0.01
XGIII: Extreme G Racing,PS2,2001,0.27,0.13,0.1,0,0.03
NASCAR Thunder 2003,XB,2002,0.27,0.2,0.06,0,0.01
Superbike 2000,PS,1999,0.27,0.15,0.1,0,0.02
Punch-Out!!,Wii,2007,0.27,0,0.22,0.05,0
Despicable Me: The Game,Wii,2010,0.27,0.16,0.08,0,0.02
Final Fantasy XI: Ultimate Collection,X360,2009,0.27,0.25,0,0,0.02
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,0.27,0,0,0.27,0
Connect Four / Perfection / Trouble,GBA,2005,0.27,0.19,0.07,0,0
NFL Street 3,PSP,2006,0.27,0.24,0,0,0.02
Pro Evolution Soccer 2013,PSP,2012,0.27,0,0.07,0.18,0.03
Alundra 2: A New Legend Begins,PS,1999,0.27,0.15,0.1,0,0.02
Reign of Fire,PS2,2002,0.27,0.13,0.1,0,0.03
Scooby-Doo! and the Spooky Swamp,PS2,2010,0.27,0.08,0.11,0,0.08
Beyblade: Metal Masters,DS,2010,0.27,0.14,0.09,0,0.03
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998,0.27,0,0,0.25,0.02
The Sims 2: Pets,GC,2006,0.27,0.21,0.05,0,0.01
Littlest Pet Shop: Beach Friends,DS,2009,0.27,0.25,0,0,0.02
Ultimate NES Remix,3DS,2014,0.27,0.15,0.09,0,0.02
I Spy: Spooky Mansion,Wii,2010,0.27,0.25,0,0,0.02
Tropico 4,PC,2011,0.27,0.1,0.13,0,0.04
The BIGS,X360,2007,0.27,0.18,0.08,0,0
Initial D: Special Stage,PS2,2003,0.27,0,0,0.27,0
Jurassic Park: Operation Genesis,PS2,2003,0.27,0.13,0.1,0,0.03
Final Doom,PS,1995,0.27,0.15,0.1,0,0.02
NBA ShootOut 2001,PS,2000,0.27,0.15,0.1,0,0.02
Just Dance Kids 2,Wii,2011,0.27,0.25,0,0,0.02
Knockout Kings 2002,XB,2002,0.27,0.2,0.06,0,0.01
Pinkalicious,DS,2011,0.27,0.25,0,0,0.02
Cabela's Big Game Hunter 2010,X360,2009,0.27,0.25,0,0,0.02
Battle Arena Toshinden 3,PS,1996,0.27,0.06,0.04,0.14,0.02
Jade Cocoon: Story of the Tamamayu,PS,1998,0.27,0.15,0.1,0,0.02
Super Nazo Puyo: Ruruu no Ruu,SNES,1995,0.27,0,0,0.27,0
InuYasha: Feudal Combat,PS2,2005,0.27,0.13,0.1,0,0.03
Reader Rabbit Kindergarten,DS,2008,0.27,0.25,0,0,0.02
R.U.S.E.,X360,2010,0.27,0.12,0.11,0,0.02
Duel Masters,PS2,2004,0.27,0.13,0.1,0,0.03
Dragon Age Origins: Awakening,PS3,2010,0.27,0.24,0,0,0.02
Super Collapse! 3,DS,2007,0.27,0.25,0,0,0.02
Ratatouille,X360,2007,0.27,0.23,0.02,0,0.02
MotionSports: Adrenaline,X360,2011,0.27,0.14,0.1,0,0.03
The Dog Island,PS2,2007,0.27,0.13,0.1,0,0.03
Cake Mania 2: Jill's Next Adventure!,DS,2008,0.27,0.24,0,0,0.02
AC/DC LIVE: Rock Band Track Pack,Wii,2008,0.27,0.24,0,0,0.02
Boogie,DS,2007,0.27,0.24,0,0,0.02
Jikkyou Powerful Pro Yakyuu 2010,PS3,2010,0.27,0,0,0.27,0
Operation Armored Liberty,GBA,2003,0.27,0.19,0.07,0,0
NBA 07,PS3,2006,0.27,0.24,0,0.01,0.02
Call of Juarez: The Cartel,X360,2011,0.27,0.14,0.1,0,0.03
My Japanese Coach,DS,2008,0.27,0.24,0,0,0.02
Are You Smarter than a 5th Grader? Game Time,Wii,2009,0.27,0.25,0,0,0.02
Need for Speed: Most Wanted,DS,2005,0.27,0.24,0.01,0,0.02
And1 Streetball,PS2,2006,0.27,0.13,0.1,0,0.03
Section 8,X360,2009,0.27,0.15,0.09,0,0.02
Summer Athletics: The Ultimate Challenge (US sales),Wii,2008,0.27,0.23,0.03,0,0
Sonic X: Game Boy Advance Video Volume 1,GBA,2004,0.27,0.19,0.07,0,0
ESPN NBA Basketball,XB,2003,0.27,0.2,0.06,0,0.01
Gallop Racer 2: One and Only Road to Victory,PS,1997,0.27,0,0,0.25,0.02
Sesame Street: Cookie's Counting Carnival,DS,2010,0.26,0.25,0,0,0.02
Lowrider,PS2,2002,0.26,0.11,0.09,0.03,0.03
Family Guy: Back to the Multiverse,PS3,2012,0.26,0.12,0.1,0,0.04
All-Pro Football 2K8,X360,2007,0.26,0.24,0,0,0.02
Dungeons & Dragons: Eye of the Beholder,GBA,2002,0.26,0.19,0.07,0,0
Fish Tycoon,DS,2007,0.26,0.24,0,0,0.02
